uuid,kode_identitas,kabkot
90181ea2-39da-4c48-98a0-d38d167963c5,"7201042005000400 - NONBKU - 1",7201
f9048106-7b77-44c8-8665-792f8e6c1b58,"7201042005000200 - NONBKU - 1",7201
800980a5-1fc1-4dea-a10b-aae0471e22dc,"7201042005000500 - NONBKU - 2",7201
bd5aa56d-cbcc-443d-8e4c-6db5e849718f,"7201042005000500 - NONBKU - 1",7201
673dd4da-8d05-400a-b0b9-dc19f7063c0d,"7201042005000500 - NONBKU - 3",7201
2130e832-1942-469a-b40a-d8e1967160a5,"7201060007000400 - NONBKU - 1",7201
ca10013c-857e-48a2-8979-dbb8e0caaa6e,"7201060007000600 - NONBKU - 2",7201
fe0e8e7f-6082-4cf5-ad35-9bc6c4922e68,"7201060007000600 - NONBKU - 1",7201
4eafa6a7-52c6-451c-bfde-792d692a92a1,"7201060007000500 - NONBKU - 1",7201
c2cfb181-6654-4aa9-a464-d7140bfe34d2,"7201060007000400 - NONBKU - 2",7201
f4aa750b-97d1-4033-acdf-0f74c926f67d,"7201060007000300 - NONBKU - 1",7201
d3f988f4-8cf3-47b8-affa-6aee282c7b4b,"7201060007000300 - NONBKU - 2",7201
a4220b8e-8f5b-4572-b034-7bf8b321b6eb,"7201060007000100 - NONBKU - 1",7201
8afff7d7-f92b-4f9b-b5ef-6f77525961a1,"7201060007000200 - NONBKU - 1",7201
bb8998b5-a7e9-4a96-a757-60d60cb1da36,"7201060007000200 - NONBKU - 2",7201
60267792-383b-471f-988c-7edb17621856,"7201060007000200 - NONBKU - 5",7201
f8d4c563-4c96-4d3c-8edf-c2f42e0ee318,"7201060007000200 - NONBKU - 3",7201
8308840d-884d-4a71-971f-cea74330fa9d,"7201060007000200 - NONBKU - 4",7201
cce274da-c8d8-4d92-9987-2eb59581e168,"7201060007000200 - NONBKU - 6",7201
df9cb6b7-185a-449c-8b8e-bf3f69a6f3fd,"7201050006000100 - NONBKU - 7",7201
0f05c0f8-19f4-4ebf-90dc-f5391dd45ed7,"7201050006000100 - NONBKU - 2",7201
2ebc1592-2a07-44b4-b636-39b41a0dfe11,"7201050006000100 - NONBKU - 8",7201
94fc9da6-d2f8-4dde-a635-2a3a88dccada,"7201050006000100 - NONBKU - 1",7201
25d836f8-cb73-42ce-8603-79730f2732ef,"7201050006000100 - NONBKU - 5",7201
a5206051-20e2-42be-8936-03b7462f3b9f,"7201050006000100 - NONBKU - 6",7201
fd2c0909-8ecf-4faf-b8c7-1a6467ab4450,"7201050006000100 - NONBKU - 3",7201
5c60f8a9-cbf8-46ad-a70a-024b7e1739a2,"7201050006000400 - NONBKU - 1",7201
1c251240-a0ba-4b88-831b-e4952c4a3e5b,"7201050006000600 - NONBKU - 1",7201
fc56fde7-4b19-4aa0-a0ca-321d8783a995,"7201050006000600 - NONBKU - 2",7201
f2dd9bfb-3f8a-4fd3-9055-f86ee1eb03f0,"7201050006000100 - NONBKU - 4",7201
05861625-26f5-409a-abc4-17f4d2c6b942,"7201050006000200 - NONBKU - 5",7201
3d9cf00e-f861-4db5-95b9-8d543ceafd8a,"7201050006000200 - NONBKU - 4",7201
30b866f4-ac54-4e09-a63b-c9790c571ed5,"7201050006000200 - NONBKU - 2",7201
a42a2e49-5b85-4520-99a6-d23cac5a65ad,"7201050006000200 - NONBKU - 7",7201
e485403d-8d90-4049-867c-ce8287bfac72,"7201050006000200 - NONBKU - 1",7201
ef70bcec-6d12-4040-88c1-7af7b94ca578,"7201050006000200 - NONBKU - 6",7201
41d09cfc-462a-420e-af5f-186e874b569e,"7201050006000200 - NONBKU - 8",7201
ea164c90-0e6d-473f-ae35-c140573b1031,"7201050006000200 - NONBKU - 3",7201
f6cf930d-2c36-42ce-9e23-2c1397697dd2,"7201050006000800 - NONBKU - 6",7201
6167c201-746e-4d7e-995e-a03e1966c639,"7201050006000800 - NONBKU - 5",7201
c258522f-9bb5-404f-a881-703b740de7b5,"7201050006000800 - NONBKU - 4",7201
01d87781-4a36-484c-88e3-07235b20cbd7,"7201050006000800 - NONBKU - 1",7201
90a3bc58-53cf-43a3-afed-07b3e253b26c,"7201050006000800 - NONBKU - 3",7201
a3b604d4-64e3-4e28-abd3-f053d055d54d,"7201050006000800 - NONBKU - 2",7201
da464294-5e38-4856-b9a7-768223b2ae00,"7201040010001300 - NONBKU - 1",7201
7393c3e4-2fd3-4af7-844f-8ecc871c3c28,"7201040010001300 - NONBKU - 2",7201
